ORG,OBJECT,PROJECT,ACCOUNT,DESCRIPTION,YEAR,PER,JOURNAL,EFF DATE,SRC,T,REF1,PO/REF2,REF3,REFERENCE,AMOUNT
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2018,11,"4,829",11/24/2018,API,1,602158,,426511,4295,0.72
44333,54330,00000,1100-40-44-443-4433-0000-00000-00000-54330-00000,ST SN BARR EQUIP IMP,2018,11,"4,829",11/24/2018,API,1,120899,,426603,4295,0.31
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2018,11,"4,829",11/24/2018,API,1,700779,,426549,4295,12.31
44333,54330,00000,1100-40-44-443-4433-0000-00000-00000-54330-00000,ST SN BARR EQUIP IMP,2018,11,"4,829",11/24/2018,API,1,120899,,426602,4295,0.51
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2018,11,"4,829",11/24/2018,API,1,120899,,426565,4295,3.39
44330,54540,00000,1100-40-44-443-4430-0000-00000-00000-54540-00000,ST SN PLOW UNFRM LNDR,2018,11,"4,829",11/24/2018,API,1,614629,,426572,4295,11.33
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2018,11,"4,829",11/24/2018,API,1,120899,,426593,4295,1.06
44330,54540,00000,1100-40-44-443-4430-0000-00000-00000-54540-00000,ST SN PLOW UNFRM LNDR,2018,11,"4,829",11/24/2018,API,1,614629,,426527,4295,20.84
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2018,11,"4,829",11/24/2018,API,1,700135,,426528,4295,0.10
44330,54540,00000,1100-40-44-443-4430-0000-00000-00000-54540-00000,ST SN PLOW UNFRM LNDR,2018,11,"4,829",11/24/2018,API,1,614629,,426530,4295,11.33
44330,54330,00000,1100-40-44-443-4430-0000-00000-00000-54330-00000,ST SN PLOW EQUIP IMP,2018,11,"4,829",11/24/2018,API,1,120899,,426512,4295,8.00
44330,54540,00000,1100-40-44-443-4430-0000-00000-00000-54540-00000,ST SN PLOW UNFRM LNDR,2018,11,"4,829",11/24/2018,API,1,614629,,426571,4295,20.84
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2018,11,"4,829",11/24/2018,API,1,700171,,426614,4295,17.60
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2018,11,"4,829",11/24/2018,API,1,700779,,426548,4295,-12.99
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2018,11,"4,829",11/24/2018,API,1,120899,,426589,4295,3.43
44332,54540,00000,1100-40-44-443-4432-0000-00000-00000-54540-00000,ST SN CROS UNFRM LNDR,2018,11,"4,829",11/24/2018,API,1,614629,,426613,4295,2.32
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2018,11,"4,829",11/24/2018,API,1,120899,,426535,4295,79.74
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2018,11,"4,829",11/24/2018,API,1,700376,,426560,4295,6.57
44332,54330,00000,1100-40-44-443-4432-0000-00000-00000-54330-00000,ST SN CROS EQUIP IMP,2018,11,"4,829",11/24/2018,API,1,120899,,426609,4295,0.52
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2018,11,"4,829",11/24/2018,API,1,700185,,426608,4295,8.55
44332,54540,00000,1100-40-44-443-4432-0000-00000-00000-54540-00000,ST SN CROS UNFRM LNDR,2018,11,"4,829",11/24/2018,API,1,614629,,426630,4295,1.26
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2018,11,"4,829",11/24/2018,API,1,700376,,426561,4295,71.09
44301,53110,00000,1100-40-44-443-4401-0000-00000-00000-53110-00000,SW ADM OFFICE SUP,2018,11,"4,829",11/24/2018,API,1,700321,,426581,4295,1.80
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2018,11,"4,829",11/24/2018,API,1,700376,,426560,4295,118.21
44330,54330,00000,1100-40-44-443-4430-0000-00000-00000-54330-00000,ST SN PLOW EQUIP IMP,2018,11,"4,829",11/24/2018,API,1,120899,,426603,4295,5.52
44332,54540,00000,1100-40-44-443-4432-0000-00000-00000-54540-00000,ST SN CROS UNFRM LNDR,2018,11,"4,829",11/24/2018,API,1,614629,,426571,4295,2.32
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2018,11,"4,829",11/24/2018,API,1,700779,,426548,4295,-6.50
44330,54330,00000,1100-40-44-443-4430-0000-00000-00000-54330-00000,ST SN PLOW EQUIP IMP,2018,11,"4,829",11/24/2018,API,1,120899,,426602,4295,9.23
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2018,11,"4,829",11/24/2018,API,1,700779,,426550,4295,1.76
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2018,11,"4,829",11/24/2018,API,1,120899,,426593,4295,19.16
44333,54330,00000,1100-40-44-443-4433-0000-00000-00000-54330-00000,ST SN BARR EQUIP IMP,2018,11,"4,829",11/24/2018,API,1,120899,,426609,4295,0.26
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2018,11,"4,829",11/24/2018,API,1,700135,,426528,4295,1.72
44333,54540,00000,1100-40-44-443-4433-0000-00000-00000-54540-00000,ST SN BARR UNFRM LNDR,2018,11,"4,829",11/24/2018,API,1,614629,,426630,4295,0.63
44333,54540,00000,1100-40-44-443-4433-0000-00000-00000-54540-00000,ST SN BARR UNFRM LNDR,2018,11,"4,829",11/24/2018,API,1,614629,,426629,4295,1.16
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2018,11,"4,829",11/24/2018,API,1,120899,,426589,4295,61.77
44332,54540,00000,1100-40-44-443-4432-0000-00000-00000-54540-00000,ST SN CROS UNFRM LNDR,2018,11,"4,829",11/24/2018,API,1,614629,,426588,4295,2.32
44333,54540,00000,1100-40-44-443-4433-0000-00000-00000-54540-00000,ST SN BARR UNFRM LNDR,2018,11,"4,829",11/24/2018,API,1,614629,,426615,4295,0.63
44332,54540,00000,1100-40-44-443-4432-0000-00000-00000-54540-00000,ST SN CROS UNFRM LNDR,2018,11,"4,829",11/24/2018,API,1,614629,,426590,4295,1.26
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2018,11,"4,829",11/24/2018,API,1,610601,,426515,4295,0.35
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2018,11,"4,829",11/24/2018,API,1,120899,,426594,4295,23.54
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2018,11,"4,829",11/24/2018,API,1,120899,,426565,4295,0.38
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2018,11,"4,829",11/24/2018,API,1,700779,,426549,4295,6.16
44332,54540,00000,1100-40-44-443-4432-0000-00000-00000-54540-00000,ST SN CROS UNFRM LNDR,2018,11,"4,829",11/24/2018,API,1,614629,,426572,4295,1.26
44330,54330,00000,1100-40-44-443-4430-0000-00000-00000-54330-00000,ST SN PLOW EQUIP IMP,2018,11,"4,829",11/24/2018,API,1,700126,,426510,4295,7.43
44333,54540,00000,1100-40-44-443-4433-0000-00000-00000-54540-00000,ST SN BARR UNFRM LNDR,2018,11,"4,829",11/24/2018,API,1,614629,,426588,4295,1.16
44332,54540,00000,1100-40-44-443-4432-0000-00000-00000-54540-00000,ST SN CROS UNFRM LNDR,2018,11,"4,829",11/24/2018,API,1,614629,,426530,4295,1.26
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2018,11,"4,829",11/24/2018,API,1,700171,,426614,4295,8.80
44333,54540,00000,1100-40-44-443-4433-0000-00000-00000-54540-00000,ST SN BARR UNFRM LNDR,2018,11,"4,829",11/24/2018,API,1,614629,,426590,4295,0.63
44332,54330,00000,1100-40-44-443-4432-0000-00000-00000-54330-00000,ST SN CROS EQUIP IMP,2018,11,"4,829",11/24/2018,API,1,120899,,426512,4295,0.89
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2018,11,"4,829",11/24/2018,API,1,120899,,426594,4295,2.62
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2018,11,"4,829",11/24/2018,API,1,120899,,426535,4295,8.86
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2018,11,"4,829",11/24/2018,API,1,700779,,426550,4295,31.72
44330,54540,00000,1100-40-44-443-4430-0000-00000-00000-54540-00000,ST SN PLOW UNFRM LNDR,2018,11,"4,829",11/24/2018,API,1,614629,,426630,4295,11.33
44330,54330,00000,1100-40-44-443-4430-0000-00000-00000-54330-00000,ST SN PLOW EQUIP IMP,2018,11,"4,829",11/24/2018,API,1,120899,,426609,4295,4.70
44333,54540,00000,1100-40-44-443-4433-0000-00000-00000-54540-00000,ST SN BARR UNFRM LNDR,2018,11,"4,829",11/24/2018,API,1,614629,,426572,4295,0.63
44333,54540,00000,1100-40-44-443-4433-0000-00000-00000-54540-00000,ST SN BARR UNFRM LNDR,2018,11,"4,829",11/24/2018,API,1,614629,,426613,4295,1.16
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2018,11,"4,829",11/24/2018,API,1,700185,,426608,4295,0.95
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2018,11,"4,829",11/24/2018,API,1,120899,,426596,4295,0.51
44330,54540,00000,1100-40-44-443-4430-0000-00000-00000-54540-00000,ST SN PLOW UNFRM LNDR,2018,11,"4,829",11/24/2018,API,1,614629,,426629,4295,20.84
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2018,11,"4,829",11/24/2018,API,1,610601,,426515,4295,6.27
44332,54330,00000,1100-40-44-443-4432-0000-00000-00000-54330-00000,ST SN CROS EQUIP IMP,2018,11,"4,829",11/24/2018,API,1,120899,,426603,4295,0.61
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2018,11,"4,829",11/24/2018,API,1,602158,,426511,4295,12.92
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2018,11,"4,829",11/24/2018,API,1,120899,,426595,4295,1.66
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2018,11,"4,829",11/24/2018,API,1,700779,,426549,4295,110.83
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2018,11,"4,829",11/24/2018,API,1,120899,,426593,4295,2.13
44332,54540,00000,1100-40-44-443-4432-0000-00000-00000-54540-00000,ST SN CROS UNFRM LNDR,2018,11,"4,829",11/24/2018,API,1,614629,,426527,4295,2.32
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2018,11,"4,829",11/24/2018,API,1,120899,,426596,4295,0.26
44330,54540,00000,1100-40-44-443-4430-0000-00000-00000-54540-00000,ST SN PLOW UNFRM LNDR,2018,11,"4,829",11/24/2018,API,1,614629,,426588,4295,20.84
44330,54540,00000,1100-40-44-443-4430-0000-00000-00000-54540-00000,ST SN PLOW UNFRM LNDR,2018,11,"4,829",11/24/2018,API,1,614629,,426590,4295,11.33
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2018,11,"4,829",11/24/2018,API,1,120899,,426595,4295,0.83
44330,54220,00000,1100-40-44-443-4430-0000-00000-00000-54220-00000,ST SN PLOW PEST CNTRL,2018,11,"4,815",11/24/2018,API,1,611393,,426323,4271,13.14
44332,54220,00000,1100-40-44-443-4432-0000-00000-00000-54220-00000,ST SN CROS PEST CNTRL,2018,11,"4,815",11/24/2018,API,1,611393,,426323,4271,1.46
44333,54220,00000,1100-40-44-443-4433-0000-00000-00000-54220-00000,ST SN BARR PEST CNTRL,2018,11,"4,815",11/24/2018,API,1,611393,,426323,4271,0.73
44301,54810,00000,1100-40-44-443-4401-0000-00000-00000-54810-00000,SW ADM OTHR EXP,2018,11,"4,815",11/24/2018,API,1,700172,,426300,4271,72.55
44301,53110,00000,1100-40-44-443-4401-0000-00000-00000-53110-00000,SW ADM OFFICE SUP,2018,11,"4,815",11/24/2018,API,1,700689,,426317,4271,4.99
44301,53110,00000,1100-40-44-443-4401-0000-00000-00000-53110-00000,SW ADM OFFICE SUP,2018,11,"4,815",11/24/2018,API,1,702009,,426266,4271,34.82
44301,53110,00000,1100-40-44-443-4401-0000-00000-00000-53110-00000,SW ADM OFFICE SUP,2018,11,"4,815",11/24/2018,API,1,707403,,426384,4271,9.16
44301,53110,00000,1100-40-44-443-4401-0000-00000-00000-53110-00000,SW ADM OFFICE SUP,2018,11,"4,815",11/24/2018,API,1,707448,,426289,4271,18.73
44301,53245,00000,1100-40-44-443-4401-0000-00000-00000-53245-00000,SW ADM UNIFRM SUP,2018,11,"4,805",11/24/2018,API,1,075192,,425913,4256,1.92
44330,53245,00000,1100-40-44-443-4430-0000-00000-00000-53245-00000,ST SN PLOW UNIFRM SUP,2018,11,"4,805",11/24/2018,API,1,075192,,425913,4256,12.47
44331,53245,00000,1100-40-44-443-4431-0000-00000-00000-53245-00000,ST SN REMV UNIFRM SUP,2018,11,"4,805",11/24/2018,API,1,075192,,425913,4256,0.96
44332,53245,00000,1100-40-44-443-4432-0000-00000-00000-53245-00000,ST SN CROS UNIFRM SUP,2018,11,"4,805",11/24/2018,API,1,075192,,425913,4256,1.92
44333,53245,00000,1100-40-44-443-4433-0000-00000-00000-53245-00000,ST SN BARR UNIFRM SUP,2018,11,"4,805",11/24/2018,API,1,075192,,425913,4256,1.92
44301,54520,00000,1100-40-44-443-4401-0000-00000-00000-54520-00000,SW ADM CNFRN TRAN,2018,11,"4,805",11/24/2018,API,1,609266,,425925,4256,0.20
44330,54520,00000,1100-40-44-443-4430-0000-00000-00000-54520-00000,ST SN PLOW CNFRN TRAN,2018,11,"4,805",11/24/2018,API,1,609266,,425925,4256,1.30
44331,54520,00000,1100-40-44-443-4431-0000-00000-00000-54520-00000,ST SN REMV CNFRN TRAN,2018,11,"4,805",11/24/2018,API,1,609266,,425925,4256,0.10
44332,54520,00000,1100-40-44-443-4432-0000-00000-00000-54520-00000,ST SN CROS CNFRN TRAN,2018,11,"4,805",11/24/2018,API,1,609266,,425925,4256,0.20
44333,54520,00000,1100-40-44-443-4433-0000-00000-00000-54520-00000,ST SN BARR CNFRN TRAN,2018,11,"4,805",11/24/2018,API,1,609266,,425925,4256,0.20
44301,53110,00000,1100-40-44-443-4401-0000-00000-00000-53110-00000,SW ADM OFFICE SUP,2018,11,"4,805",11/24/2018,API,1,707448,,425854,4256,1.59
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2018,11,"4,805",11/24/2018,API,1,708260,,425988,4256,23.55
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2018,11,"4,805",11/24/2018,API,1,708260,,425988,4256,2.62
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2018,11,"4,805",11/24/2018,API,1,708260,,425988,4256,1.31
44334,54130,00000,1100-40-44-443-4434-0000-00000-00000-54130-00000,ST SN MISC SY COM INT,2018,11,"4,805",11/24/2018,API,1,700172,,425851,4256,72.55
44301,53245,00000,1100-40-44-443-4401-0000-00000-00000-53245-00000,SW ADM UNIFRM SUP,2018,11,"4,805",11/24/2018,API,1,700515,,425849,4256,1.17
44330,53245,00000,1100-40-44-443-4430-0000-00000-00000-53245-00000,ST SN PLOW UNIFRM SUP,2018,11,"4,805",11/24/2018,API,1,700515,,425849,4256,7.61
44331,53245,00000,1100-40-44-443-4431-0000-00000-00000-53245-00000,ST SN REMV UNIFRM SUP,2018,11,"4,805",11/24/2018,API,1,700515,,425849,4256,0.59
44332,53245,00000,1100-40-44-443-4432-0000-00000-00000-53245-00000,ST SN CROS UNIFRM SUP,2018,11,"4,805",11/24/2018,API,1,700515,,425849,4256,1.17
44333,53245,00000,1100-40-44-443-4433-0000-00000-00000-53245-00000,ST SN BARR UNIFRM SUP,2018,11,"4,805",11/24/2018,API,1,700515,,425849,4256,1.17
44301,53245,00000,1100-40-44-443-4401-0000-00000-00000-53245-00000,SW ADM UNIFRM SUP,2018,11,"4,805",11/24/2018,API,1,700515,,425977,4256,4.80
44330,53245,00000,1100-40-44-443-4430-0000-00000-00000-53245-00000,ST SN PLOW UNIFRM SUP,2018,11,"4,805",11/24/2018,API,1,700515,,425977,4256,31.20
44331,53245,00000,1100-40-44-443-4431-0000-00000-00000-53245-00000,ST SN REMV UNIFRM SUP,2018,11,"4,805",11/24/2018,API,1,700515,,425977,4256,2.40
44332,53245,00000,1100-40-44-443-4432-0000-00000-00000-53245-00000,ST SN CROS UNIFRM SUP,2018,11,"4,805",11/24/2018,API,1,700515,,425977,4256,4.80
44333,53245,00000,1100-40-44-443-4433-0000-00000-00000-53245-00000,ST SN BARR UNIFRM SUP,2018,11,"4,805",11/24/2018,API,1,700515,,425977,4256,4.80
44301,53110,00000,1100-40-44-443-4401-0000-00000-00000-53110-00000,SW ADM OFFICE SUP,2018,11,"4,805",11/24/2018,API,1,707448,,425852,4256,1.68
44301,53110,00000,1100-40-44-443-4401-0000-00000-00000-53110-00000,SW ADM OFFICE SUP,2018,11,"4,805",11/24/2018,API,1,707448,,425853,4256,4.32
44301,53245,00000,1100-40-44-443-4401-0000-00000-00000-53245-00000,SW ADM UNIFRM SUP,2018,11,"2,924",11/24/2018,API,1,075192,,425090,4179,5.04
44330,53245,00000,1100-40-44-443-4430-0000-00000-00000-53245-00000,ST SN PLOW UNIFRM SUP,2018,11,"2,924",11/24/2018,API,1,075192,,425090,4179,32.75
44331,53245,00000,1100-40-44-443-4431-0000-00000-00000-53245-00000,ST SN REMV UNIFRM SUP,2018,11,"2,924",11/24/2018,API,1,075192,,425090,4179,2.52
44332,53245,00000,1100-40-44-443-4432-0000-00000-00000-53245-00000,ST SN CROS UNIFRM SUP,2018,11,"2,924",11/24/2018,API,1,075192,,425090,4179,5.04
44333,53245,00000,1100-40-44-443-4433-0000-00000-00000-53245-00000,ST SN BARR UNIFRM SUP,2018,11,"2,924",11/24/2018,API,1,075192,,425090,4179,5.04
44301,53245,00000,1100-40-44-443-4401-0000-00000-00000-53245-00000,SW ADM UNIFRM SUP,2018,11,"2,924",11/24/2018,API,1,075192,,425100,4179,-2.24
44330,53245,00000,1100-40-44-443-4430-0000-00000-00000-53245-00000,ST SN PLOW UNIFRM SUP,2018,11,"2,924",11/24/2018,API,1,075192,,425100,4179,-14.55
44331,53245,00000,1100-40-44-443-4431-0000-00000-00000-53245-00000,ST SN REMV UNIFRM SUP,2018,11,"2,924",11/24/2018,API,1,075192,,425100,4179,-1.12
44332,53245,00000,1100-40-44-443-4432-0000-00000-00000-53245-00000,ST SN CROS UNIFRM SUP,2018,11,"2,924",11/24/2018,API,1,075192,,425100,4179,-2.24
44333,53245,00000,1100-40-44-443-4433-0000-00000-00000-53245-00000,ST SN BARR UNIFRM SUP,2018,11,"2,924",11/24/2018,API,1,075192,,425100,4179,-2.24
44301,53245,00000,1100-40-44-443-4401-0000-00000-00000-53245-00000,SW ADM UNIFRM SUP,2018,11,"2,924",11/24/2018,API,1,700140,,425169,4179,4.50
44330,53245,00000,1100-40-44-443-4430-0000-00000-00000-53245-00000,ST SN PLOW UNIFRM SUP,2018,11,"2,924",11/24/2018,API,1,700140,,425169,4179,29.24
44331,53245,00000,1100-40-44-443-4431-0000-00000-00000-53245-00000,ST SN REMV UNIFRM SUP,2018,11,"2,924",11/24/2018,API,1,700140,,425169,4179,2.25
44332,53245,00000,1100-40-44-443-4432-0000-00000-00000-53245-00000,ST SN CROS UNIFRM SUP,2018,11,"2,924",11/24/2018,API,1,700140,,425169,4179,4.50
44333,53245,00000,1100-40-44-443-4433-0000-00000-00000-53245-00000,ST SN BARR UNIFRM SUP,2018,11,"2,924",11/24/2018,API,1,700140,,425169,4179,4.50
44301,53245,00000,1100-40-44-443-4401-0000-00000-00000-53245-00000,SW ADM UNIFRM SUP,2018,11,"2,924",11/24/2018,API,1,700190,,425101,4179,1.01
44330,53245,00000,1100-40-44-443-4430-0000-00000-00000-53245-00000,ST SN PLOW UNIFRM SUP,2018,11,"2,924",11/24/2018,API,1,700190,,425101,4179,6.58
44331,53245,00000,1100-40-44-443-4431-0000-00000-00000-53245-00000,ST SN REMV UNIFRM SUP,2018,11,"2,924",11/24/2018,API,1,700190,,425101,4179,0.51
44332,53245,00000,1100-40-44-443-4432-0000-00000-00000-53245-00000,ST SN CROS UNIFRM SUP,2018,11,"2,924",11/24/2018,API,1,700190,,425101,4179,1.01
44333,53245,00000,1100-40-44-443-4433-0000-00000-00000-53245-00000,ST SN BARR UNIFRM SUP,2018,11,"2,924",11/24/2018,API,1,700190,,425101,4179,1.01
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2018,11,"2,924",11/24/2018,API,1,700190,,425120,4179,3.76
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2018,11,"2,924",11/24/2018,API,1,700190,,425120,4179,0.42
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2018,11,"2,924",11/24/2018,API,1,700190,,425120,4179,0.21
44301,53245,00000,1100-40-44-443-4401-0000-00000-00000-53245-00000,SW ADM UNIFRM SUP,2018,11,"2,924",11/24/2018,API,1,700515,,425128,4179,22.18
44330,53245,00000,1100-40-44-443-4430-0000-00000-00000-53245-00000,ST SN PLOW UNIFRM SUP,2018,11,"2,924",11/24/2018,API,1,700515,,425128,4179,144.17
44331,53245,00000,1100-40-44-443-4431-0000-00000-00000-53245-00000,ST SN REMV UNIFRM SUP,2018,11,"2,924",11/24/2018,API,1,700515,,425128,4179,11.09
44332,53245,00000,1100-40-44-443-4432-0000-00000-00000-53245-00000,ST SN CROS UNIFRM SUP,2018,11,"2,924",11/24/2018,API,1,700515,,425128,4179,22.18
44333,53245,00000,1100-40-44-443-4433-0000-00000-00000-53245-00000,ST SN BARR UNIFRM SUP,2018,11,"2,924",11/24/2018,API,1,700515,,425128,4179,22.18
44301,53245,00000,1100-40-44-443-4401-0000-00000-00000-53245-00000,SW ADM UNIFRM SUP,2018,11,"2,924",11/24/2018,API,1,700515,,425133,4179,1.62
44330,53245,00000,1100-40-44-443-4430-0000-00000-00000-53245-00000,ST SN PLOW UNIFRM SUP,2018,11,"2,924",11/24/2018,API,1,700515,,425133,4179,10.53
44331,53245,00000,1100-40-44-443-4431-0000-00000-00000-53245-00000,ST SN REMV UNIFRM SUP,2018,11,"2,924",11/24/2018,API,1,700515,,425133,4179,0.81
44332,53245,00000,1100-40-44-443-4432-0000-00000-00000-53245-00000,ST SN CROS UNIFRM SUP,2018,11,"2,924",11/24/2018,API,1,700515,,425133,4179,1.62
44333,53245,00000,1100-40-44-443-4433-0000-00000-00000-53245-00000,ST SN BARR UNIFRM SUP,2018,11,"2,924",11/24/2018,API,1,700515,,425133,4179,1.62
44301,54120,00000,1100-40-44-443-4401-0000-00000-00000-54120-00000,SW ADM TELEPHONE,2018,11,"2,867",11/16/2018,API,1,614885,,424964,4146,0.52
44301,54120,00000,1100-40-44-443-4401-0000-00000-00000-54120-00000,SW ADM TELEPHONE,2018,11,"2,852",11/16/2018,API,1,700425,,424950,4139,12.25
44330,52510,00000,1100-40-44-443-4430-0000-00000-00000-52510-00000,ST SN PLOW WI RET SY,2018,11,"2,821",11/30/2018,PRJ,1,1824SA,21824SA,21824SA,PR1824SA,22.01
44330,52610,00000,1100-40-44-443-4430-0000-00000-00000-52610-00000,ST SN PLOW FICA MEDIC,2018,11,"2,821",11/30/2018,PRJ,1,1824SA,21824SA,21824SA,PR1824SA,25.13
44330,51310,00000,1100-40-44-443-4430-0000-00000-00000-51310-00000,ST SN PLOW OVRTM PERM,2018,11,"2,821",11/30/2018,PRJ,1,1824SA,21824SA,21824SA,PR1824SA,328.49
44301,54121,00000,1100-40-44-443-4401-0000-00000-00000-54121-00000,SW ADM CELL PHONE,2018,11,"2,820",11/24/2018,API,1,601212,,424480,4102,113.73
44301,54120,00000,1100-40-44-443-4401-0000-00000-00000-54120-00000,SW ADM TELEPHONE,2018,11,"2,820",11/24/2018,API,1,700304,,424460,4102,16.87
44301,53110,00000,1100-40-44-443-4401-0000-00000-00000-53110-00000,SW ADM OFFICE SUP,2018,11,"2,820",11/24/2018,API,1,707448,,424444,4102,10.69
44301,51110,00000,1100-40-44-443-4401-0000-00000-00000-51110-00000,SW ADM PERM WAGES,2018,11,"2,675",11/30/2018,PRJ,1,1824,11824,11824,PR1824,"15,133.63"
44301,51120,00000,1100-40-44-443-4401-0000-00000-00000-51120-00000,SW ADM PRMIUM PAY,2018,11,"2,675",11/30/2018,PRJ,1,1824,11824,11824,PR1824,412.01
44301,51310,00000,1100-40-44-443-4401-0000-00000-00000-51310-00000,SW ADM OVRTM PERM,2018,11,"2,675",11/30/2018,PRJ,1,1824,11824,11824,PR1824,"3,192.14"
44301,51410,00000,1100-40-44-443-4401-0000-00000-00000-51410-00000,SW ADM ELECT WAGE,2018,11,"2,675",11/30/2018,PRJ,1,1824,11824,11824,PR1824,42.46
44301,52510,00000,1100-40-44-443-4401-0000-00000-00000-52510-00000,SW ADM WI RET SY,2018,11,"2,675",11/30/2018,PRJ,1,1824,11824,11824,PR1824,"1,258.31"
44301,52610,00000,1100-40-44-443-4401-0000-00000-00000-52610-00000,SW ADM FICA MEDIC,2018,11,"2,675",11/30/2018,PRJ,1,1824,11824,11824,PR1824,"1,422.84"
44330,51110,00000,1100-40-44-443-4430-0000-00000-00000-51110-00000,ST SN PLOW PERM WAGES,2018,11,"2,675",11/30/2018,PRJ,1,1824,11824,11824,PR1824,"41,050.87"
44330,51120,00000,1100-40-44-443-4430-0000-00000-00000-51120-00000,ST SN PLOW PRMIUM PAY,2018,11,"2,675",11/30/2018,PRJ,1,1824,11824,11824,PR1824,478.16
44330,51130,00000,1100-40-44-443-4430-0000-00000-00000-51130-00000,ST SN PLOW WKR COMP W,2018,11,"2,675",11/30/2018,PRJ,1,1824,11824,11824,PR1824,448.48
44330,51210,00000,1100-40-44-443-4430-0000-00000-00000-51210-00000,ST SN PLOW HRLY WAGES,2018,11,"2,675",11/30/2018,PRJ,1,1824,11824,11824,PR1824,315.00
44330,51310,00000,1100-40-44-443-4430-0000-00000-00000-51310-00000,ST SN PLOW OVRTM PERM,2018,11,"2,675",11/30/2018,PRJ,1,1824,11824,11824,PR1824,"14,878.07"
44330,52510,00000,1100-40-44-443-4430-0000-00000-00000-52510-00000,ST SN PLOW WI RET SY,2018,11,"2,675",11/30/2018,PRJ,1,1824,11824,11824,PR1824,"3,824.77"
