ORG,OBJECT,PROJECT,ACCOUNT,DESCRIPTION,YEAR,PER,JOURNAL,EFF DATE,SRC,T,REF1,PO/REF2,REF3,REFERENCE,AMOUNT
44330,54210,00000,1100-40-44-443-4430-0000-00000-00000-54210-00000,ST SN PLOW BUILD IMPR,2016,12,"4,084",12/26/2016,API,1,031039,,221061,9009,156.78
44332,54210,00000,1100-40-44-443-4432-0000-00000-00000-54210-00000,ST SN CROS BUILD IMPR,2016,12,"4,084",12/26/2016,API,1,031039,,221061,9009,17.42
44333,54210,00000,1100-40-44-443-4433-0000-00000-00000-54210-00000,ST SN BARR BUILD IMPR,2016,12,"4,084",12/26/2016,API,1,031039,,221061,9009,8.71
44330,54210,00000,1100-40-44-443-4430-0000-00000-00000-54210-00000,ST SN PLOW BUILD IMPR,2016,12,"4,084",12/26/2016,API,1,031039,,221118,9009,16.20
44332,54210,00000,1100-40-44-443-4432-0000-00000-00000-54210-00000,ST SN CROS BUILD IMPR,2016,12,"4,084",12/26/2016,API,1,031039,,221118,9009,1.80
44333,54210,00000,1100-40-44-443-4433-0000-00000-00000-54210-00000,ST SN BARR BUILD IMPR,2016,12,"4,084",12/26/2016,API,1,031039,,221118,9009,0.90
44330,54210,00000,1100-40-44-443-4430-0000-00000-00000-54210-00000,ST SN PLOW BUILD IMPR,2016,12,"4,084",12/26/2016,API,1,039396,,221120,9009,217.80
44332,54210,00000,1100-40-44-443-4432-0000-00000-00000-54210-00000,ST SN CROS BUILD IMPR,2016,12,"4,084",12/26/2016,API,1,039396,,221120,9009,24.20
44333,54210,00000,1100-40-44-443-4433-0000-00000-00000-54210-00000,ST SN BARR BUILD IMPR,2016,12,"4,084",12/26/2016,API,1,039396,,221120,9009,12.10
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2016,12,"4,084",12/26/2016,API,1,050005,,221057,9009,7.20
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2016,12,"4,084",12/26/2016,API,1,050005,,221057,9009,0.80
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2016,12,"4,084",12/26/2016,API,1,050005,,221057,9009,0.40
44330,54330,00000,1100-40-44-443-4430-0000-00000-00000-54330-00000,ST SN PLOW EQUIP IMP,2016,12,"4,084",12/26/2016,API,1,100917,,221063,9009,31.35
44332,54330,00000,1100-40-44-443-4432-0000-00000-00000-54330-00000,ST SN CROS EQUIP IMP,2016,12,"4,084",12/26/2016,API,1,100917,,221063,9009,3.48
44333,54330,00000,1100-40-44-443-4433-0000-00000-00000-54330-00000,ST SN BARR EQUIP IMP,2016,12,"4,084",12/26/2016,API,1,100917,,221063,9009,1.74
44330,54330,00000,1100-40-44-443-4430-0000-00000-00000-54330-00000,ST SN PLOW EQUIP IMP,2016,12,"4,084",12/26/2016,API,1,180497,,221062,9009,30.58
44332,54330,00000,1100-40-44-443-4432-0000-00000-00000-54330-00000,ST SN CROS EQUIP IMP,2016,12,"4,084",12/26/2016,API,1,180497,,221062,9009,3.40
44333,54330,00000,1100-40-44-443-4433-0000-00000-00000-54330-00000,ST SN BARR EQUIP IMP,2016,12,"4,084",12/26/2016,API,1,180497,,221062,9009,1.70
44330,53315,00000,1100-40-44-443-4430-0000-00000-00000-53315-00000,ST SN PLOW BUILD SUP,2016,12,"4,084",12/26/2016,API,1,602158,,221104,9009,3.92
44332,53315,00000,1100-40-44-443-4432-0000-00000-00000-53315-00000,ST SN CROS BUILD SUP,2016,12,"4,084",12/26/2016,API,1,602158,,221104,9009,0.44
44333,53315,00000,1100-40-44-443-4433-0000-00000-00000-53315-00000,ST SN BARR BUILD SUP,2016,12,"4,084",12/26/2016,API,1,602158,,221104,9009,0.22
44330,53215,00000,1100-40-44-443-4430-0000-00000-00000-53215-00000,ST SN PLOW JANTOR SUP,2016,12,"4,084",12/26/2016,API,1,616314,,221078,9009,52.95
44332,53215,00000,1100-40-44-443-4432-0000-00000-00000-53215-00000,ST SN CROS JANTOR SUP,2016,12,"4,084",12/26/2016,API,1,616314,,221078,9009,5.88
44333,53215,00000,1100-40-44-443-4433-0000-00000-00000-53215-00000,ST SN BARR JANTOR SUP,2016,12,"4,084",12/26/2016,API,1,616314,,221078,9009,2.94
44330,53215,00000,1100-40-44-443-4430-0000-00000-00000-53215-00000,ST SN PLOW JANTOR SUP,2016,12,"4,084",12/26/2016,API,1,616314,,221121,9009,59.42
44332,53215,00000,1100-40-44-443-4432-0000-00000-00000-53215-00000,ST SN CROS JANTOR SUP,2016,12,"4,084",12/26/2016,API,1,616314,,221121,9009,6.60
44333,53215,00000,1100-40-44-443-4433-0000-00000-00000-53215-00000,ST SN BARR JANTOR SUP,2016,12,"4,084",12/26/2016,API,1,616314,,221121,9009,3.30
44330,54330,00000,1100-40-44-443-4430-0000-00000-00000-54330-00000,ST SN PLOW EQUIP IMP,2016,12,"4,084",12/26/2016,API,1,700139,,221122,9009,36.31
44332,54330,00000,1100-40-44-443-4432-0000-00000-00000-54330-00000,ST SN CROS EQUIP IMP,2016,12,"4,084",12/26/2016,API,1,700139,,221122,9009,4.03
44333,54330,00000,1100-40-44-443-4433-0000-00000-00000-54330-00000,ST SN BARR EQUIP IMP,2016,12,"4,084",12/26/2016,API,1,700139,,221122,9009,2.02
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2016,12,"4,084",12/26/2016,API,1,700173,,221119,9009,244.12
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2016,12,"4,084",12/26/2016,API,1,700173,,221119,9009,27.12
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2016,12,"4,084",12/26/2016,API,1,700173,,221119,9009,13.56
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2016,12,"4,084",12/26/2016,API,1,704821,,221099,9009,93.18
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2016,12,"4,084",12/26/2016,API,1,704821,,221099,9009,10.35
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2016,12,"4,084",12/26/2016,API,1,704821,,221099,9009,5.18
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2016,12,"4,084",12/26/2016,API,1,700194,,221123,9009,9.44
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2016,12,"4,084",12/26/2016,API,1,700194,,221123,9009,1.05
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2016,12,"4,084",12/26/2016,API,1,700194,,221123,9009,0.52
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2016,12,"4,084",12/26/2016,API,1,700251,,221100,9009,15.29
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2016,12,"4,084",12/26/2016,API,1,700251,,221100,9009,1.70
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2016,12,"4,084",12/26/2016,API,1,700251,,221100,9009,0.85
44330,54330,00000,1100-40-44-443-4430-0000-00000-00000-54330-00000,ST SN PLOW EQUIP IMP,2016,12,"4,084",12/26/2016,API,1,702351,,221079,9009,38.86
44332,54330,00000,1100-40-44-443-4432-0000-00000-00000-54330-00000,ST SN CROS EQUIP IMP,2016,12,"4,084",12/26/2016,API,1,702351,,221079,9009,4.32
44333,54330,00000,1100-40-44-443-4433-0000-00000-00000-54330-00000,ST SN BARR EQUIP IMP,2016,12,"4,084",12/26/2016,API,1,702351,,221079,9009,2.16
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2016,12,"4,084",12/26/2016,API,1,702372,,221055,9009,838.14
44330,54330,00000,1100-40-44-443-4430-0000-00000-00000-54330-00000,ST SN PLOW EQUIP IMP,2016,12,"4,084",12/26/2016,API,1,702903,,221088,9009,54.70
44332,54330,00000,1100-40-44-443-4432-0000-00000-00000-54330-00000,ST SN CROS EQUIP IMP,2016,12,"4,084",12/26/2016,API,1,702903,,221088,9009,6.08
44333,54330,00000,1100-40-44-443-4433-0000-00000-00000-54330-00000,ST SN BARR EQUIP IMP,2016,12,"4,084",12/26/2016,API,1,702903,,221088,9009,3.04
44330,54330,00000,1100-40-44-443-4430-0000-00000-00000-54330-00000,ST SN PLOW EQUIP IMP,2016,12,"4,084",12/26/2016,API,1,702903,,221111,9009,65.14
44332,54330,00000,1100-40-44-443-4432-0000-00000-00000-54330-00000,ST SN CROS EQUIP IMP,2016,12,"4,084",12/26/2016,API,1,702903,,221111,9009,7.24
44333,54330,00000,1100-40-44-443-4433-0000-00000-00000-54330-00000,ST SN BARR EQUIP IMP,2016,12,"4,084",12/26/2016,API,1,702903,,221111,9009,3.62
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2016,12,"4,084",12/26/2016,API,1,704748,,221059,9009,18.61
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2016,12,"4,084",12/26/2016,API,1,704748,,221059,9009,2.07
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2016,12,"4,084",12/26/2016,API,1,704748,,221059,9009,1.03
44301,54113,00000,1100-40-44-443-4401-0000-00000-00000-54113-00000,SW ADM WATER,2016,12,"3,964",12/30/2016,API,1,065037,,219693,8901,108.22
44301,54113,00000,1100-40-44-443-4401-0000-00000-00000-54113-00000,SW ADM WATER,2016,12,"3,964",12/30/2016,API,1,065037,,219702,8901,318.71
44301,54113,00000,1100-40-44-443-4401-0000-00000-00000-54113-00000,SW ADM WATER,2016,12,"3,964",12/30/2016,API,1,065037,,219708,8901,6.34
44301,54113,00000,1100-40-44-443-4401-0000-00000-00000-54113-00000,SW ADM WATER,2016,12,"3,964",12/30/2016,API,1,065037,,219736,8901,110.18
44301,52410,00000,1100-40-44-443-4401-0000-00000-00000-52410-00000,SW ADM HLTH INS B,2016,12,"3,893",12/31/2016,GNI,1,FEB PR,,,RCL FEB PR,"-5,278.43"
44330,52410,00000,1100-40-44-443-4430-0000-00000-00000-52410-00000,ST SN PLOW HLTH INS B,2016,12,"3,893",12/31/2016,GNI,1,FEB PR,,,RCL FEB PR,"-61,109.33"
44331,52410,00000,1100-40-44-443-4431-0000-00000-00000-52410-00000,ST SN REMV HLTH INS B,2016,12,"3,893",12/31/2016,GNI,1,FEB PR,,,RCL FEB PR,-30.82
44332,52410,00000,1100-40-44-443-4432-0000-00000-00000-52410-00000,ST SN CROS HLTH INS B,2016,12,"3,893",12/31/2016,GNI,1,FEB PR,,,RCL FEB PR,"-2,663.90"
44333,52410,00000,1100-40-44-443-4433-0000-00000-00000-52410-00000,ST SN BARR HLTH INS B,2016,12,"3,893",12/31/2016,GNI,1,FEB PR,,,RCL FEB PR,"-2,305.81"
44334,52410,00000,1100-40-44-443-4434-0000-00000-00000-52410-00000,ST SN MISC HLTH INS B,2016,12,"3,893",12/31/2016,GNI,1,FEB PR,,,RCL FEB PR,"-1,844.11"
44301,54520,00000,1100-40-44-443-4401-0000-00000-00000-54520-00000,SW ADM CNFRN TRAN,2016,12,"3,764",12/26/2016,API,1,609266,,218456,8737,0.08
44330,54520,00000,1100-40-44-443-4430-0000-00000-00000-54520-00000,ST SN PLOW CNFRN TRAN,2016,12,"3,764",12/26/2016,API,1,609266,,218456,8737,0.55
44331,54520,00000,1100-40-44-443-4431-0000-00000-00000-54520-00000,ST SN REMV CNFRN TRAN,2016,12,"3,764",12/26/2016,API,1,609266,,218456,8737,0.04
44332,54520,00000,1100-40-44-443-4432-0000-00000-00000-54520-00000,ST SN CROS CNFRN TRAN,2016,12,"3,764",12/26/2016,API,1,609266,,218456,8737,0.08
44333,54520,00000,1100-40-44-443-4433-0000-00000-00000-54520-00000,ST SN BARR CNFRN TRAN,2016,12,"3,764",12/26/2016,API,1,609266,,218456,8737,0.08
44301,53120,00000,1100-40-44-443-4401-0000-00000-00000-53120-00000,SW ADM COPY PRINT,2016,12,"3,754",12/30/2016,API,1,604164,,218125,8719,0.96
44330,53120,00000,1100-40-44-443-4430-0000-00000-00000-53120-00000,ST SN PLOW COPY PRINT,2016,12,"3,754",12/30/2016,API,1,604164,,218193,8719,1.08
44301,54113,00000,1100-40-44-443-4401-0000-00000-00000-54113-00000,SW ADM WATER,2016,12,"3,744",12/30/2016,API,1,065037,,217862,8714,387.33
44301,54115,00000,1100-40-44-443-4401-0000-00000-00000-54115-00000,SW ADM STORMWATER,2016,12,"3,744",12/30/2016,API,1,065037,,217961,8714,28.67
44301,53150,00000,1100-40-44-443-4401-0000-00000-00000-53150-00000,SW ADM POSTAGE,2016,12,"3,645",12/15/2016,API,1,600632,,217481,8659,19.11
44301,53120,00000,1100-40-44-443-4401-0000-00000-00000-53120-00000,SW ADM COPY PRINT,2016,12,"3,644",12/15/2016,API,1,600632,,217479,8658,49.67
44301,54112,00000,1100-40-44-443-4401-0000-00000-00000-54112-00000,SW ADM ELECTRICIT,2016,12,"3,643",12/30/2016,API,1,052829,,217470,8657,12.56
44334,53235,00000,1100-40-44-443-4434-0000-00000-00000-53235-00000,ST SN MISC SAFETY SUP,2016,12,"3,588",12/26/2016,API,1,700140,,217316,8616,597.00
44301,53245,00000,1100-40-44-443-4401-0000-00000-00000-53245-00000,SW ADM UNIFRM SUP,2016,12,"3,588",12/26/2016,API,1,700140,,217321,8616,9.44
44330,53245,00000,1100-40-44-443-4430-0000-00000-00000-53245-00000,ST SN PLOW UNIFRM SUP,2016,12,"3,588",12/26/2016,API,1,700140,,217321,8616,61.33
44331,53245,00000,1100-40-44-443-4431-0000-00000-00000-53245-00000,ST SN REMV UNIFRM SUP,2016,12,"3,588",12/26/2016,API,1,700140,,217321,8616,4.72
44332,53245,00000,1100-40-44-443-4432-0000-00000-00000-53245-00000,ST SN CROS UNIFRM SUP,2016,12,"3,588",12/26/2016,API,1,700140,,217321,8616,9.44
44333,53245,00000,1100-40-44-443-4433-0000-00000-00000-53245-00000,ST SN BARR UNIFRM SUP,2016,12,"3,588",12/26/2016,API,1,700140,,217321,8616,9.44
44301,53245,00000,1100-40-44-443-4401-0000-00000-00000-53245-00000,SW ADM UNIFRM SUP,2016,12,"3,588",12/26/2016,API,1,700190,,217354,8616,0.75
44330,53245,00000,1100-40-44-443-4430-0000-00000-00000-53245-00000,ST SN PLOW UNIFRM SUP,2016,12,"3,588",12/26/2016,API,1,700190,,217354,8616,4.88
44331,53245,00000,1100-40-44-443-4431-0000-00000-00000-53245-00000,ST SN REMV UNIFRM SUP,2016,12,"3,588",12/26/2016,API,1,700190,,217354,8616,0.38
44332,53245,00000,1100-40-44-443-4432-0000-00000-00000-53245-00000,ST SN CROS UNIFRM SUP,2016,12,"3,588",12/26/2016,API,1,700190,,217354,8616,0.75
44333,53245,00000,1100-40-44-443-4433-0000-00000-00000-53245-00000,ST SN BARR UNIFRM SUP,2016,12,"3,588",12/26/2016,API,1,700190,,217354,8616,0.75
44301,53245,00000,1100-40-44-443-4401-0000-00000-00000-53245-00000,SW ADM UNIFRM SUP,2016,12,"3,588",12/26/2016,API,1,700515,,217322,8616,6.86
44330,53245,00000,1100-40-44-443-4430-0000-00000-00000-53245-00000,ST SN PLOW UNIFRM SUP,2016,12,"3,588",12/26/2016,API,1,700515,,217322,8616,44.59
44331,53245,00000,1100-40-44-443-4431-0000-00000-00000-53245-00000,ST SN REMV UNIFRM SUP,2016,12,"3,588",12/26/2016,API,1,700515,,217322,8616,3.43
44332,53245,00000,1100-40-44-443-4432-0000-00000-00000-53245-00000,ST SN CROS UNIFRM SUP,2016,12,"3,588",12/26/2016,API,1,700515,,217322,8616,6.86
44333,53245,00000,1100-40-44-443-4433-0000-00000-00000-53245-00000,ST SN BARR UNIFRM SUP,2016,12,"3,588",12/26/2016,API,1,700515,,217322,8616,6.86
44334,52610,00000,1100-40-44-443-4434-0000-00000-00000-52610-00000,ST SN MISC FICA MEDIC,2016,12,"3,533",12/31/2016,PRJ,1,1701,11701,11701,PR1701,242.23
44301,51110,00000,1100-40-44-443-4401-0000-00000-00000-51110-00000,SW ADM PERM WAGES,2016,12,"3,533",12/31/2016,PRJ,1,1701,11701,11701,PR1701,"24,560.49"
44301,51120,00000,1100-40-44-443-4401-0000-00000-00000-51120-00000,SW ADM PRMIUM PAY,2016,12,"3,533",12/31/2016,PRJ,1,1701,11701,11701,PR1701,40.40
44301,51310,00000,1100-40-44-443-4401-0000-00000-00000-51310-00000,SW ADM OVRTM PERM,2016,12,"3,533",12/31/2016,PRJ,1,1701,11701,11701,PR1701,"1,233.11"
44301,52410,00000,1100-40-44-443-4401-0000-00000-00000-52410-00000,SW ADM HLTH INS B,2016,12,"3,533",12/31/2016,PRJ,1,1701,11701,11701,PR1701,"5,278.43"
44301,52510,00000,1100-40-44-443-4401-0000-00000-00000-52510-00000,SW ADM WI RET SY,2016,12,"3,533",12/31/2016,PRJ,1,1701,11701,11701,PR1701,"1,756.69"
44301,52610,00000,1100-40-44-443-4401-0000-00000-00000-52610-00000,SW ADM FICA MEDIC,2016,12,"3,533",12/31/2016,PRJ,1,1701,11701,11701,PR1701,"1,956.78"
44330,51110,00000,1100-40-44-443-4430-0000-00000-00000-51110-00000,ST SN PLOW PERM WAGES,2016,12,"3,533",12/31/2016,PRJ,1,1701,11701,11701,PR1701,"124,996.87"
44330,51120,00000,1100-40-44-443-4430-0000-00000-00000-51120-00000,ST SN PLOW PRMIUM PAY,2016,12,"3,533",12/31/2016,PRJ,1,1701,11701,11701,PR1701,"8,448.36"
44330,51130,00000,1100-40-44-443-4430-0000-00000-00000-51130-00000,ST SN PLOW WKR COMP W,2016,12,"3,533",12/31/2016,PRJ,1,1701,11701,11701,PR1701,122.65
44330,51310,00000,1100-40-44-443-4430-0000-00000-00000-51310-00000,ST SN PLOW OVRTM PERM,2016,12,"3,533",12/31/2016,PRJ,1,1701,11701,11701,PR1701,"64,890.60"
44330,52410,00000,1100-40-44-443-4430-0000-00000-00000-52410-00000,ST SN PLOW HLTH INS B,2016,12,"3,533",12/31/2016,PRJ,1,1701,11701,11701,PR1701,"61,109.33"
44330,52510,00000,1100-40-44-443-4430-0000-00000-00000-52510-00000,ST SN PLOW WI RET SY,2016,12,"3,533",12/31/2016,PRJ,1,1701,11701,11701,PR1701,"13,486.87"
44330,52610,00000,1100-40-44-443-4430-0000-00000-00000-52610-00000,ST SN PLOW FICA MEDIC,2016,12,"3,533",12/31/2016,PRJ,1,1701,11701,11701,PR1701,"14,900.64"
44330,53235,00000,1100-40-44-443-4430-0000-00000-00000-53235-00000,ST SN PLOW SAFETY SUP,2016,12,"3,533",12/31/2016,PRJ,1,1701,11701,11701,PR1701,536.45
44331,51110,00000,1100-40-44-443-4431-0000-00000-00000-51110-00000,ST SN REMV PERM WAGES,2016,12,"3,533",12/31/2016,PRJ,1,1701,11701,11701,PR1701,12.90
44331,52410,00000,1100-40-44-443-4431-0000-00000-00000-52410-00000,ST SN REMV HLTH INS B,2016,12,"3,533",12/31/2016,PRJ,1,1701,11701,11701,PR1701,30.82
44331,52510,00000,1100-40-44-443-4431-0000-00000-00000-52510-00000,ST SN REMV WI RET SY,2016,12,"3,533",12/31/2016,PRJ,1,1701,11701,11701,PR1701,0.88
44331,52610,00000,1100-40-44-443-4431-0000-00000-00000-52610-00000,ST SN REMV FICA MEDIC,2016,12,"3,533",12/31/2016,PRJ,1,1701,11701,11701,PR1701,2.15
44332,51110,00000,1100-40-44-443-4432-0000-00000-00000-51110-00000,ST SN CROS PERM WAGES,2016,12,"3,533",12/31/2016,PRJ,1,1701,11701,11701,PR1701,"5,110.87"
44332,51120,00000,1100-40-44-443-4432-0000-00000-00000-51120-00000,ST SN CROS PRMIUM PAY,2016,12,"3,533",12/31/2016,PRJ,1,1701,11701,11701,PR1701,31.50
44332,51310,00000,1100-40-44-443-4432-0000-00000-00000-51310-00000,ST SN CROS OVRTM PERM,2016,12,"3,533",12/31/2016,PRJ,1,1701,11701,11701,PR1701,"1,776.86"
44332,52410,00000,1100-40-44-443-4432-0000-00000-00000-52410-00000,ST SN CROS HLTH INS B,2016,12,"3,533",12/31/2016,PRJ,1,1701,11701,11701,PR1701,"2,663.90"
44332,52510,00000,1100-40-44-443-4432-0000-00000-00000-52510-00000,ST SN CROS WI RET SY,2016,12,"3,533",12/31/2016,PRJ,1,1701,11701,11701,PR1701,470.52
44332,52610,00000,1100-40-44-443-4432-0000-00000-00000-52610-00000,ST SN CROS FICA MEDIC,2016,12,"3,533",12/31/2016,PRJ,1,1701,11701,11701,PR1701,518.65
44333,51110,00000,1100-40-44-443-4433-0000-00000-00000-51110-00000,ST SN BARR PERM WAGES,2016,12,"3,533",12/31/2016,PRJ,1,1701,11701,11701,PR1701,"4,044.99"
44333,52410,00000,1100-40-44-443-4433-0000-00000-00000-52410-00000,ST SN BARR HLTH INS B,2016,12,"3,533",12/31/2016,PRJ,1,1701,11701,11701,PR1701,"2,305.81"
44333,52510,00000,1100-40-44-443-4433-0000-00000-00000-52510-00000,ST SN BARR WI RET SY,2016,12,"3,533",12/31/2016,PRJ,1,1701,11701,11701,PR1701,275.07
44333,52610,00000,1100-40-44-443-4433-0000-00000-00000-52610-00000,ST SN BARR FICA MEDIC,2016,12,"3,533",12/31/2016,PRJ,1,1701,11701,11701,PR1701,300.63
44334,51110,00000,1100-40-44-443-4434-0000-00000-00000-51110-00000,ST SN MISC PERM WAGES,2016,12,"3,533",12/31/2016,PRJ,1,1701,11701,11701,PR1701,"3,272.58"
44334,52410,00000,1100-40-44-443-4434-0000-00000-00000-52410-00000,ST SN MISC HLTH INS B,2016,12,"3,533",12/31/2016,PRJ,1,1701,11701,11701,PR1701,"1,844.11"
44334,52510,00000,1100-40-44-443-4434-0000-00000-00000-52510-00000,ST SN MISC WI RET SY,2016,12,"3,533",12/31/2016,PRJ,1,1701,11701,11701,PR1701,222.55
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2016,12,"3,526",12/26/2016,API,1,602158,,217032,8565,16.95
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2016,12,"3,526",12/26/2016,API,1,602158,,217032,8565,1.88
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2016,12,"3,526",12/26/2016,API,1,602158,,217032,8565,0.94
44330,53230,00000,1100-40-44-443-4430-0000-00000-00000-53230-00000,ST SN PLOW MEDCAL SUP,2016,12,"3,526",12/26/2016,API,1,612687,,217055,8565,8.09
44332,53230,00000,1100-40-44-443-4432-0000-00000-00000-53230-00000,ST SN CROS MEDCAL SUP,2016,12,"3,526",12/26/2016,API,1,612687,,217055,8565,0.90
44333,53230,00000,1100-40-44-443-4433-0000-00000-00000-53230-00000,ST SN BARR MEDCAL SUP,2016,12,"3,526",12/26/2016,API,1,612687,,217055,8565,0.45
44330,54540,00000,1100-40-44-443-4430-0000-00000-00000-54540-00000,ST SN PLOW UNFRM LNDR,2016,12,"3,526",12/26/2016,API,1,614629,,216902,8565,13.70
44332,54540,00000,1100-40-44-443-4432-0000-00000-00000-54540-00000,ST SN CROS UNFRM LNDR,2016,12,"3,526",12/26/2016,API,1,614629,,216902,8565,1.52
44333,54540,00000,1100-40-44-443-4433-0000-00000-00000-54540-00000,ST SN BARR UNFRM LNDR,2016,12,"3,526",12/26/2016,API,1,614629,,216902,8565,0.76
44330,54330,00000,1100-40-44-443-4430-0000-00000-00000-54330-00000,ST SN PLOW EQUIP IMP,2016,12,"3,526",12/26/2016,API,1,700290,,217014,8565,-14.04
44332,54330,00000,1100-40-44-443-4432-0000-00000-00000-54330-00000,ST SN CROS EQUIP IMP,2016,12,"3,526",12/26/2016,API,1,700290,,217014,8565,-1.56
44333,54330,00000,1100-40-44-443-4433-0000-00000-00000-54330-00000,ST SN BARR EQUIP IMP,2016,12,"3,526",12/26/2016,API,1,700290,,217014,8565,-0.78
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2016,12,"3,526",12/26/2016,API,1,700290,,217015,8565,14.04
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2016,12,"3,526",12/26/2016,API,1,700290,,217015,8565,1.56
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2016,12,"3,526",12/26/2016,API,1,700290,,217015,8565,0.78
44301,53110,00000,1100-40-44-443-4401-0000-00000-00000-53110-00000,SW ADM OFFICE SUP,2016,12,"3,526",12/26/2016,API,1,700321,,216927,8565,1.96
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2016,12,"3,526",12/26/2016,API,1,700330,,216926,8565,20.84
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2016,12,"3,526",12/26/2016,API,1,700330,,216926,8565,2.32
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2016,12,"3,526",12/26/2016,API,1,700330,,216926,8565,1.16
