ORG,OBJECT,PROJECT,ACCOUNT,DESCRIPTION,YEAR,PER,JOURNAL,EFF DATE,SRC,T,REF1,PO/REF2,REF3,REFERENCE,AMOUNT
44331,53245,00000,1100-40-44-443-4431-0000-00000-00000-53245-00000,ST SN REMV UNIFRM SUP,2017,11,"2,203",11/26/2017,API,1,602353,,315672,6334,18.73
44332,53245,00000,1100-40-44-443-4432-0000-00000-00000-53245-00000,ST SN CROS UNIFRM SUP,2017,11,"2,203",11/26/2017,API,1,602353,,315672,6334,37.46
44333,53245,00000,1100-40-44-443-4433-0000-00000-00000-53245-00000,ST SN BARR UNIFRM SUP,2017,11,"2,203",11/26/2017,API,1,602353,,315672,6334,37.46
44301,53245,00000,1100-40-44-443-4401-0000-00000-00000-53245-00000,SW ADM UNIFRM SUP,2017,11,"2,203",11/26/2017,API,1,602353,,315861,6334,6.83
44330,53245,00000,1100-40-44-443-4430-0000-00000-00000-53245-00000,ST SN PLOW UNIFRM SUP,2017,11,"2,203",11/26/2017,API,1,602353,,315861,6334,44.38
44331,53245,00000,1100-40-44-443-4431-0000-00000-00000-53245-00000,ST SN REMV UNIFRM SUP,2017,11,"2,203",11/26/2017,API,1,602353,,315861,6334,3.41
44332,53245,00000,1100-40-44-443-4432-0000-00000-00000-53245-00000,ST SN CROS UNIFRM SUP,2017,11,"2,203",11/26/2017,API,1,602353,,315861,6334,6.83
44333,53245,00000,1100-40-44-443-4433-0000-00000-00000-53245-00000,ST SN BARR UNIFRM SUP,2017,11,"2,203",11/26/2017,API,1,602353,,315861,6334,6.83
44301,54810,00000,1100-40-44-443-4401-0000-00000-00000-54810-00000,SW ADM OTHR EXP,2017,11,"2,203",11/26/2017,API,1,615965,,315696,6334,11.00
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2017,11,"2,203",11/26/2017,API,1,700108,,315722,6334,3.99
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2017,11,"2,203",11/26/2017,API,1,700108,,315722,6334,0.44
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2017,11,"2,203",11/26/2017,API,1,700108,,315722,6334,0.22
44301,53245,00000,1100-40-44-443-4401-0000-00000-00000-53245-00000,SW ADM UNIFRM SUP,2017,11,"2,203",11/26/2017,API,1,700108,,316047,6334,2.55
44330,53245,00000,1100-40-44-443-4430-0000-00000-00000-53245-00000,ST SN PLOW UNIFRM SUP,2017,11,"2,203",11/26/2017,API,1,700108,,316047,6334,16.60
44331,53245,00000,1100-40-44-443-4431-0000-00000-00000-53245-00000,ST SN REMV UNIFRM SUP,2017,11,"2,203",11/26/2017,API,1,700108,,316047,6334,1.28
44332,53245,00000,1100-40-44-443-4432-0000-00000-00000-53245-00000,ST SN CROS UNIFRM SUP,2017,11,"2,203",11/26/2017,API,1,700108,,316047,6334,2.55
44333,53245,00000,1100-40-44-443-4433-0000-00000-00000-53245-00000,ST SN BARR UNIFRM SUP,2017,11,"2,203",11/26/2017,API,1,700108,,316047,6334,2.55
44301,53245,00000,1100-40-44-443-4401-0000-00000-00000-53245-00000,SW ADM UNIFRM SUP,2017,11,"2,203",11/26/2017,API,1,701359,,316046,6334,5.27
44330,53245,00000,1100-40-44-443-4430-0000-00000-00000-53245-00000,ST SN PLOW UNIFRM SUP,2017,11,"2,203",11/26/2017,API,1,701359,,316046,6334,34.23
44331,53245,00000,1100-40-44-443-4431-0000-00000-00000-53245-00000,ST SN REMV UNIFRM SUP,2017,11,"2,203",11/26/2017,API,1,701359,,316046,6334,2.63
44332,53245,00000,1100-40-44-443-4432-0000-00000-00000-53245-00000,ST SN CROS UNIFRM SUP,2017,11,"2,203",11/26/2017,API,1,701359,,316046,6334,5.27
44333,53245,00000,1100-40-44-443-4433-0000-00000-00000-53245-00000,ST SN BARR UNIFRM SUP,2017,11,"2,203",11/26/2017,API,1,701359,,316046,6334,5.27
44330,53230,00000,1100-40-44-443-4430-0000-00000-00000-53230-00000,ST SN PLOW MEDCAL SUP,2017,11,"2,203",11/26/2017,API,1,700137,,315803,6334,0.64
44332,53230,00000,1100-40-44-443-4432-0000-00000-00000-53230-00000,ST SN CROS MEDCAL SUP,2017,11,"2,203",11/26/2017,API,1,700137,,315803,6334,0.07
44333,53230,00000,1100-40-44-443-4433-0000-00000-00000-53230-00000,ST SN BARR MEDCAL SUP,2017,11,"2,203",11/26/2017,API,1,700137,,315803,6334,0.04
44330,53230,00000,1100-40-44-443-4430-0000-00000-00000-53230-00000,ST SN PLOW MEDCAL SUP,2017,11,"2,203",11/26/2017,API,1,700137,,315926,6334,-0.03
44301,53245,00000,1100-40-44-443-4401-0000-00000-00000-53245-00000,SW ADM UNIFRM SUP,2017,11,"2,203",11/26/2017,API,1,700140,,316045,6334,3.24
44330,53245,00000,1100-40-44-443-4430-0000-00000-00000-53245-00000,ST SN PLOW UNIFRM SUP,2017,11,"2,203",11/26/2017,API,1,700140,,316045,6334,21.05
44331,53245,00000,1100-40-44-443-4431-0000-00000-00000-53245-00000,ST SN REMV UNIFRM SUP,2017,11,"2,203",11/26/2017,API,1,700140,,316045,6334,1.62
44332,53245,00000,1100-40-44-443-4432-0000-00000-00000-53245-00000,ST SN CROS UNIFRM SUP,2017,11,"2,203",11/26/2017,API,1,700140,,316045,6334,3.24
44333,53245,00000,1100-40-44-443-4433-0000-00000-00000-53245-00000,ST SN BARR UNIFRM SUP,2017,11,"2,203",11/26/2017,API,1,700140,,316045,6334,3.24
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2017,11,"2,159",11/26/2017,API,1,700135,,314886,6241,1.23
44330,53140,00000,1100-40-44-443-4430-0000-00000-00000-53140-00000,ST SN PLOW HARDWA SUP,2017,11,"2,159",11/26/2017,API,1,700243,,314811,6241,66.72
44332,53140,00000,1100-40-44-443-4432-0000-00000-00000-53140-00000,ST SN CROS HARDWA SUP,2017,11,"2,159",11/26/2017,API,1,700243,,314811,6241,7.41
44333,53140,00000,1100-40-44-443-4433-0000-00000-00000-53140-00000,ST SN BARR HARDWA SUP,2017,11,"2,159",11/26/2017,API,1,700243,,314811,6241,3.71
44334,53210,00000,1100-40-44-443-4434-0000-00000-00000-53210-00000,ST SN MISC WRK SUP,2017,11,"2,159",11/26/2017,API,1,700243,,315057,6241,531.64
44330,54330,00000,1100-40-44-443-4430-0000-00000-00000-54330-00000,ST SN PLOW EQUIP IMP,2017,11,"2,159",11/26/2017,API,1,700245,,314718,6241,17.07
44332,54330,00000,1100-40-44-443-4432-0000-00000-00000-54330-00000,ST SN CROS EQUIP IMP,2017,11,"2,159",11/26/2017,API,1,700245,,314718,6241,1.90
44333,54330,00000,1100-40-44-443-4433-0000-00000-00000-54330-00000,ST SN BARR EQUIP IMP,2017,11,"2,159",11/26/2017,API,1,700245,,314718,6241,0.95
44330,54330,00000,1100-40-44-443-4430-0000-00000-00000-54330-00000,ST SN PLOW EQUIP IMP,2017,11,"2,159",11/26/2017,API,1,700290,,314825,6241,29.87
44332,54330,00000,1100-40-44-443-4432-0000-00000-00000-54330-00000,ST SN CROS EQUIP IMP,2017,11,"2,159",11/26/2017,API,1,700290,,314825,6241,3.32
44333,54330,00000,1100-40-44-443-4433-0000-00000-00000-54330-00000,ST SN BARR EQUIP IMP,2017,11,"2,159",11/26/2017,API,1,700290,,314825,6241,1.66
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2017,11,"2,159",11/26/2017,API,1,700376,,314908,6241,107.83
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2017,11,"2,159",11/26/2017,API,1,700376,,314908,6241,11.98
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2017,11,"2,159",11/26/2017,API,1,700376,,314908,6241,5.99
44301,53110,00000,1100-40-44-443-4401-0000-00000-00000-53110-00000,SW ADM OFFICE SUP,2017,11,"2,159",11/26/2017,API,1,706485,,314972,6241,19.50
44330,54210,00000,1100-40-44-443-4430-0000-00000-00000-54210-00000,ST SN PLOW BUILD IMPR,2017,11,"2,159",11/26/2017,API,1,602158,,314826,6241,6.82
44332,54210,00000,1100-40-44-443-4432-0000-00000-00000-54210-00000,ST SN CROS BUILD IMPR,2017,11,"2,159",11/26/2017,API,1,602158,,314826,6241,0.76
44333,54210,00000,1100-40-44-443-4433-0000-00000-00000-54210-00000,ST SN BARR BUILD IMPR,2017,11,"2,159",11/26/2017,API,1,602158,,314826,6241,0.38
44301,54520,00000,1100-40-44-443-4401-0000-00000-00000-54520-00000,SW ADM CNFRN TRAN,2017,11,"2,159",11/26/2017,API,1,609266,,314859,6241,0.27
44330,54520,00000,1100-40-44-443-4430-0000-00000-00000-54520-00000,ST SN PLOW CNFRN TRAN,2017,11,"2,159",11/26/2017,API,1,609266,,314859,6241,1.76
44331,54520,00000,1100-40-44-443-4431-0000-00000-00000-54520-00000,ST SN REMV CNFRN TRAN,2017,11,"2,159",11/26/2017,API,1,609266,,314859,6241,0.14
44332,54520,00000,1100-40-44-443-4432-0000-00000-00000-54520-00000,ST SN CROS CNFRN TRAN,2017,11,"2,159",11/26/2017,API,1,609266,,314859,6241,0.27
44333,54520,00000,1100-40-44-443-4433-0000-00000-00000-54520-00000,ST SN BARR CNFRN TRAN,2017,11,"2,159",11/26/2017,API,1,609266,,314859,6241,0.27
44330,54540,00000,1100-40-44-443-4430-0000-00000-00000-54540-00000,ST SN PLOW UNFRM LNDR,2017,11,"2,159",11/26/2017,API,1,614629,,314762,6241,8.24
44332,54540,00000,1100-40-44-443-4432-0000-00000-00000-54540-00000,ST SN CROS UNFRM LNDR,2017,11,"2,159",11/26/2017,API,1,614629,,314762,6241,0.92
44333,54540,00000,1100-40-44-443-4433-0000-00000-00000-54540-00000,ST SN BARR UNFRM LNDR,2017,11,"2,159",11/26/2017,API,1,614629,,314762,6241,0.46
44330,54540,00000,1100-40-44-443-4430-0000-00000-00000-54540-00000,ST SN PLOW UNFRM LNDR,2017,11,"2,159",11/26/2017,API,1,614629,,314854,6241,8.24
44332,54540,00000,1100-40-44-443-4432-0000-00000-00000-54540-00000,ST SN CROS UNFRM LNDR,2017,11,"2,159",11/26/2017,API,1,614629,,314854,6241,0.92
44333,54540,00000,1100-40-44-443-4433-0000-00000-00000-54540-00000,ST SN BARR UNFRM LNDR,2017,11,"2,159",11/26/2017,API,1,614629,,314854,6241,0.46
44330,54540,00000,1100-40-44-443-4430-0000-00000-00000-54540-00000,ST SN PLOW UNFRM LNDR,2017,11,"2,159",11/26/2017,API,1,614629,,314955,6241,8.24
44332,54540,00000,1100-40-44-443-4432-0000-00000-00000-54540-00000,ST SN CROS UNFRM LNDR,2017,11,"2,159",11/26/2017,API,1,614629,,314955,6241,0.92
44333,54540,00000,1100-40-44-443-4433-0000-00000-00000-54540-00000,ST SN BARR UNFRM LNDR,2017,11,"2,159",11/26/2017,API,1,614629,,314955,6241,0.46
44330,54540,00000,1100-40-44-443-4430-0000-00000-00000-54540-00000,ST SN PLOW UNFRM LNDR,2017,11,"2,159",11/26/2017,API,1,614629,,315012,6241,8.24
44332,54540,00000,1100-40-44-443-4432-0000-00000-00000-54540-00000,ST SN CROS UNFRM LNDR,2017,11,"2,159",11/26/2017,API,1,614629,,315012,6241,0.92
44333,54540,00000,1100-40-44-443-4433-0000-00000-00000-54540-00000,ST SN BARR UNFRM LNDR,2017,11,"2,159",11/26/2017,API,1,614629,,315012,6241,0.46
44330,54540,00000,1100-40-44-443-4430-0000-00000-00000-54540-00000,ST SN PLOW UNFRM LNDR,2017,11,"2,159",11/26/2017,API,1,614629,,315056,6241,8.24
44332,54540,00000,1100-40-44-443-4432-0000-00000-00000-54540-00000,ST SN CROS UNFRM LNDR,2017,11,"2,159",11/26/2017,API,1,614629,,315056,6241,0.92
44333,54540,00000,1100-40-44-443-4433-0000-00000-00000-54540-00000,ST SN BARR UNFRM LNDR,2017,11,"2,159",11/26/2017,API,1,614629,,315056,6241,0.46
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2017,11,"2,159",11/26/2017,API,1,700135,,314956,6241,5.76
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2017,11,"2,159",11/26/2017,API,1,700135,,314956,6241,0.64
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2017,11,"2,159",11/26/2017,API,1,700135,,314956,6241,0.32
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2017,11,"2,159",11/26/2017,API,1,700147,,314761,6241,3.60
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2017,11,"2,159",11/26/2017,API,1,700147,,314761,6241,0.40
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2017,11,"2,159",11/26/2017,API,1,700147,,314761,6241,0.20
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2017,11,"2,159",11/26/2017,API,1,700197,,314888,6241,14.21
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2017,11,"2,159",11/26/2017,API,1,700197,,314888,6241,1.58
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2017,11,"2,159",11/26/2017,API,1,700197,,314888,6241,0.79
44330,53140,00000,1100-40-44-443-4430-0000-00000-00000-53140-00000,ST SN PLOW HARDWA SUP,2017,11,"2,159",11/26/2017,API,1,120899,,314797,6241,58.59
44332,53140,00000,1100-40-44-443-4432-0000-00000-00000-53140-00000,ST SN CROS HARDWA SUP,2017,11,"2,159",11/26/2017,API,1,120899,,314797,6241,6.51
44333,53140,00000,1100-40-44-443-4433-0000-00000-00000-53140-00000,ST SN BARR HARDWA SUP,2017,11,"2,159",11/26/2017,API,1,120899,,314797,6241,3.26
44330,53140,00000,1100-40-44-443-4430-0000-00000-00000-53140-00000,ST SN PLOW HARDWA SUP,2017,11,"2,159",11/26/2017,API,1,120899,,315013,6241,10.68
44332,53140,00000,1100-40-44-443-4432-0000-00000-00000-53140-00000,ST SN CROS HARDWA SUP,2017,11,"2,159",11/26/2017,API,1,120899,,315013,6241,1.19
44333,53140,00000,1100-40-44-443-4433-0000-00000-00000-53140-00000,ST SN BARR HARDWA SUP,2017,11,"2,159",11/26/2017,API,1,120899,,315013,6241,0.59
44330,54210,00000,1100-40-44-443-4430-0000-00000-00000-54210-00000,ST SN PLOW BUILD IMPR,2017,11,"2,159",11/26/2017,API,1,602158,,314719,6241,2.65
44332,54210,00000,1100-40-44-443-4432-0000-00000-00000-54210-00000,ST SN CROS BUILD IMPR,2017,11,"2,159",11/26/2017,API,1,602158,,314719,6241,0.29
44333,54210,00000,1100-40-44-443-4433-0000-00000-00000-54210-00000,ST SN BARR BUILD IMPR,2017,11,"2,159",11/26/2017,API,1,602158,,314719,6241,0.15
44330,54330,00000,1100-40-44-443-4430-0000-00000-00000-54330-00000,ST SN PLOW EQUIP IMP,2017,11,"2,159",11/26/2017,API,1,617035,,315028,6241,2.88
44332,54330,00000,1100-40-44-443-4432-0000-00000-00000-54330-00000,ST SN CROS EQUIP IMP,2017,11,"2,159",11/26/2017,API,1,617035,,315028,6241,0.32
44333,54330,00000,1100-40-44-443-4433-0000-00000-00000-54330-00000,ST SN BARR EQUIP IMP,2017,11,"2,159",11/26/2017,API,1,617035,,315028,6241,0.16
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2017,11,"2,159",11/26/2017,API,1,700108,,315032,6241,1.83
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2017,11,"2,159",11/26/2017,API,1,700108,,315032,6241,0.20
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2017,11,"2,159",11/26/2017,API,1,700108,,315032,6241,0.10
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2017,11,"2,159",11/26/2017,API,1,700135,,314886,6241,22.15
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2017,11,"2,159",11/26/2017,API,1,700135,,314886,6241,2.46
44330,54330,00000,1100-40-44-443-4430-0000-00000-00000-54330-00000,ST SN PLOW EQUIP IMP,2017,11,"2,141",11/26/2017,API,1,021212,,314067,6213,30.60
44332,54330,00000,1100-40-44-443-4432-0000-00000-00000-54330-00000,ST SN CROS EQUIP IMP,2017,11,"2,141",11/26/2017,API,1,021212,,314067,6213,3.40
44333,54330,00000,1100-40-44-443-4433-0000-00000-00000-54330-00000,ST SN BARR EQUIP IMP,2017,11,"2,141",11/26/2017,API,1,021212,,314067,6213,1.70
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2017,11,"2,141",11/26/2017,API,1,034009,,314128,6213,106.65
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2017,11,"2,141",11/26/2017,API,1,034009,,314128,6213,11.85
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2017,11,"2,141",11/26/2017,API,1,034009,,314128,6213,5.93
44330,54210,00000,1100-40-44-443-4430-0000-00000-00000-54210-00000,ST SN PLOW BUILD IMPR,2017,11,"2,141",11/26/2017,API,1,037572,,314466,6213,173.60
44332,54210,00000,1100-40-44-443-4432-0000-00000-00000-54210-00000,ST SN CROS BUILD IMPR,2017,11,"2,141",11/26/2017,API,1,037572,,314466,6213,19.29
44333,54210,00000,1100-40-44-443-4433-0000-00000-00000-54210-00000,ST SN BARR BUILD IMPR,2017,11,"2,141",11/26/2017,API,1,037572,,314466,6213,9.64
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2017,11,"2,141",11/26/2017,API,1,180497,,314396,6213,32.61
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2017,11,"2,141",11/26/2017,API,1,180497,,314396,6213,3.62
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2017,11,"2,141",11/26/2017,API,1,180497,,314396,6213,1.81
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2017,11,"2,141",11/26/2017,API,1,605881,,314371,6213,112.50
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2017,11,"2,141",11/26/2017,API,1,605881,,314371,6213,12.50
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2017,11,"2,141",11/26/2017,API,1,605881,,314371,6213,6.25
44330,53315,00000,1100-40-44-443-4430-0000-00000-00000-53315-00000,ST SN PLOW BUILD SUP,2017,11,"2,141",11/26/2017,API,1,612001,,314206,6213,29.95
44332,53315,00000,1100-40-44-443-4432-0000-00000-00000-53315-00000,ST SN CROS BUILD SUP,2017,11,"2,141",11/26/2017,API,1,612001,,314206,6213,3.33
44333,53315,00000,1100-40-44-443-4433-0000-00000-00000-53315-00000,ST SN BARR BUILD SUP,2017,11,"2,141",11/26/2017,API,1,612001,,314206,6213,1.66
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2017,11,"2,141",11/26/2017,API,1,616314,,314142,6213,76.37
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2017,11,"2,141",11/26/2017,API,1,616314,,314142,6213,8.49
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2017,11,"2,141",11/26/2017,API,1,616314,,314142,6213,4.24
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2017,11,"2,141",11/26/2017,API,1,700255,,314450,6213,0.53
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2017,11,"2,141",11/26/2017,API,1,700255,,314450,6213,0.06
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2017,11,"2,141",11/26/2017,API,1,700255,,314450,6213,0.03
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2017,11,"2,141",11/26/2017,API,1,700639,,314269,6213,16.20
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2017,11,"2,141",11/26/2017,API,1,700639,,314269,6213,1.80
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2017,11,"2,141",11/26/2017,API,1,700639,,314269,6213,0.90
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2017,11,"2,141",11/26/2017,API,1,700641,,314283,6213,371.07
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2017,11,"2,141",11/26/2017,API,1,700641,,314283,6213,41.23
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2017,11,"2,141",11/26/2017,API,1,700641,,314283,6213,20.62
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2017,11,"2,141",11/26/2017,API,1,702351,,314395,6213,33.78
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2017,11,"2,141",11/26/2017,API,1,702351,,314395,6213,3.75
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2017,11,"2,141",11/26/2017,API,1,702351,,314395,6213,1.88
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2017,11,"2,141",11/26/2017,API,1,702903,,314370,6213,11.83
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2017,11,"2,141",11/26/2017,API,1,702903,,314370,6213,1.31
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2017,11,"2,141",11/26/2017,API,1,702903,,314370,6213,0.66
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2017,11,"2,141",11/26/2017,API,1,180497,,314465,6213,30.07
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2017,11,"2,141",11/26/2017,API,1,180497,,314465,6213,3.34
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2017,11,"2,141",11/26/2017,API,1,180497,,314465,6213,1.67
44330,54210,00000,1100-40-44-443-4430-0000-00000-00000-54210-00000,ST SN PLOW BUILD IMPR,2017,11,"2,141",11/26/2017,API,1,215764,,314248,6213,166.50
44332,54210,00000,1100-40-44-443-4432-0000-00000-00000-54210-00000,ST SN CROS BUILD IMPR,2017,11,"2,141",11/26/2017,API,1,215764,,314248,6213,18.50
44333,54210,00000,1100-40-44-443-4433-0000-00000-00000-54210-00000,ST SN BARR BUILD IMPR,2017,11,"2,141",11/26/2017,API,1,215764,,314248,6213,9.25
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2017,11,"2,141",11/26/2017,API,1,224311,,314247,6213,25.55
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2017,11,"2,141",11/26/2017,API,1,224311,,314247,6213,2.84
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2017,11,"2,141",11/26/2017,API,1,224311,,314247,6213,1.42
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2017,11,"2,141",11/26/2017,API,1,602158,,314263,6213,6.53
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2017,11,"2,141",11/26/2017,API,1,602158,,314263,6213,0.73
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2017,11,"2,141",11/26/2017,API,1,602158,,314263,6213,0.36
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2017,11,"2,141",11/26/2017,API,1,602158,,314270,6213,43.17
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2017,11,"2,141",11/26/2017,API,1,602158,,314270,6213,4.80
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2017,11,"2,141",11/26/2017,API,1,602158,,314270,6213,2.40
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2017,11,"2,141",11/26/2017,API,1,700144,,314353,6213,25.58
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2017,11,"2,141",11/26/2017,API,1,700144,,314353,6213,2.84
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2017,11,"2,141",11/26/2017,API,1,700144,,314353,6213,1.42
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2017,11,"2,141",11/26/2017,API,1,700173,,314337,6213,76.19
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2017,11,"2,141",11/26/2017,API,1,700173,,314337,6213,8.47
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2017,11,"2,141",11/26/2017,API,1,700173,,314337,6213,4.23
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2017,11,"2,141",11/26/2017,API,1,700179,,314068,6213,13.35
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2017,11,"2,141",11/26/2017,API,1,700179,,314068,6213,1.48
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2017,11,"2,141",11/26/2017,API,1,700179,,314068,6213,0.74
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2017,11,"2,141",11/26/2017,API,1,700179,,314372,6213,22.82
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2017,11,"2,141",11/26/2017,API,1,700179,,314372,6213,2.54
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2017,11,"2,141",11/26/2017,API,1,700179,,314372,6213,1.27
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2017,11,"2,141",11/26/2017,API,1,700179,,314469,6213,6.89
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2017,11,"2,141",11/26/2017,API,1,700179,,314469,6213,0.77
